file,output,flag,username,timestamp
/home/gradio/Fashion/flagged/file/f950d65e988cd6191b3131308af3bd0bce41ebf0/tmpb5025hdz.jpg,/home/gradio/Fashion/flagged/output/tmp3ppl1waf.json,Clustering is right,fashion,2023-09-01 12:13:29.468061
/home/gradio/Fashion/flagged/file/2281efc6008077215c185fc7c67e95e2af7c3621/tmp5mwnpvu5.jpg,/home/gradio/Fashion/flagged/output/tmp6pca1kg0.json,Clustering is wrong,fashion,2023-09-01 12:13:33.209431
/home/gradio/Fashion/flagged/file/7e62d44ad4d7bdac9e41cc13fcfec2b4ac3063ab/tmphjmbcswy.jpg,/home/gradio/Fashion/flagged/output/tmp5_3nqn9m.json,Clustering is right,fashion,2023-09-01 12:13:48.144320
/home/gradio/Fashion/flagged/file/81db2afe5fa20d5d1d15b33d0150aeb62b367326/tmp999l_knl.jpg,/home/gradio/Fashion/flagged/output/tmpgsdxn_nu.json,Clustering is wrong,fashion,2023-09-01 12:14:04.359812
/home/gradio/Fashion/flagged/file/e520d2721588ffdbe9b2ed30e08c1f2083411595/tmp6c5xjadd.jpg,/home/gradio/Fashion/flagged/output/tmpdxpjgcia.json,Clustering is wrong,fashion,2023-09-01 12:14:18.629009
/home/gradio/Fashion/flagged/file/2bcc762d7157c8089626e652b44915d73b3b0114/tmpvak5jpnr.jpg,/home/gradio/Fashion/flagged/output/tmptgng0wgb.json,Clustering is wrong,fashion,2023-09-01 12:14:38.309541
/home/gradio/Fashion/flagged/file/45a7cf32442d664b3b7005212ddefe75954a4012/tmp4qdvjj30.jpg,/home/gradio/Fashion/flagged/output/tmp2ux3zn12.json,Clustering is right,fashion,2023-09-01 12:14:51.748508
/home/gradio/Fashion/flagged/file/c60491245fdc853c2105ae0e374982a2777ade44/tmpaad9st7j.jpg,/home/gradio/Fashion/flagged/output/tmpwxdaeb_b.json,Clustering is right,fashion,2023-09-01 12:15:06.874247
/home/gradio/Fashion/flagged/file/56e860d15140f2d7ed5ad00f773e3ecbb5275d85/tmp_iknbj3l.jpg,/home/gradio/Fashion/flagged/output/tmp5p2bphie.json,Clustering is right,fashion,2023-09-01 12:16:26.525200
/home/gradio/Fashion/flagged/file/1877bacf0921ce8eb5d0564abfec18ed9e3a53da/tmpo7dokq2g.jpg,/home/gradio/Fashion/flagged/output/tmpk5rw2u4l.json,Clustering is wrong,fashion,2023-09-01 12:16:38.468085
/home/gradio/Fashion/flagged/file/99209bda27135b725fc5a0afb2648080e4ac414d/tmpyfdm3sjo.jpg,/home/gradio/Fashion/flagged/output/tmplr6y89z9.json,Clustering is wrong,fashion,2023-09-01 12:16:52.399619
/home/gradio/Fashion/flagged/file/8635c02f16196b3d742b8ae87b757ab719f43688/tmposdm6vnn.jpg,/home/gradio/Fashion/flagged/output/tmpbh5c3yfp.json,Clustering is right,fashion,2023-09-01 12:17:05.624352
/home/gradio/Fashion/flagged/file/e29b33a617998533655c31f6cb29f1ceb901a2ab/tmpm7pw2lyo.jpg,/home/gradio/Fashion/flagged/output/tmpuuaakmpr.json,Clustering is right,fashion,2023-09-01 12:17:19.210915
/home/gradio/Fashion/flagged/file/230ccf14d08c6e06c76b2ef7447df84a107db9d0/tmpmnxqpepw.jpg,/home/gradio/Fashion/flagged/output/tmpggn4_g5k.json,Clustering is right,fashion,2023-09-01 12:17:36.693460
/home/gradio/Fashion/flagged/file/9b218abe2375f977636990fcfe62c4ac5102f5f7/tmpn0yz_3fg.jpg,/home/gradio/Fashion/flagged/output/tmpnxdk1rij.json,Clustering is wrong,fashion,2023-09-01 12:18:04.424780
/home/gradio/Fashion/flagged/file/256dc174e850d0b4f9af4ecadda278a3ade27718/tmp5jc8u0fb.jpg,/home/gradio/Fashion/flagged/output/tmpaxaq411l.json,Clustering is right,fashion,2023-09-01 12:18:36.467396
/home/gradio/Fashion/flagged/file/71886f3e155196ab6324b94fcfde8ec2e9d5a09d/tmpd_pj7zcs.jpg,/home/gradio/Fashion/flagged/output/tmpdupqa9yr.json,Clustering is right,fashion,2023-09-01 12:18:47.900569
/home/gradio/Fashion/flagged/file/b822723ec15a5b0ad84e427c2c74df109fb5192c/tmplrdk85ph.jpg,/home/gradio/Fashion/flagged/output/tmpnm6u2ep4.json,Clustering is right,fashion,2023-09-01 12:19:09.468630
/home/gradio/Fashion/flagged/file/f3bd0288be085e630459eeb22172215e3c18ea6f/tmpn59pimd1.jpg,/home/gradio/Fashion/flagged/output/tmp9ri0187k.json,Clustering is right,fashion,2023-09-01 12:19:32.887081
/home/gradio/Fashion/flagged/file/e10a6cc9393824d7bd42f359ffb7b8f69f0efe10/tmpm0znn21v.jpg,/home/gradio/Fashion/flagged/output/tmpzbgk_eb3.json,Clustering is wrong,fashion,2023-09-01 12:19:56.082991
/home/gradio/Fashion/flagged/file/1e1add4beccbf72eb8e8712559e8750c6ca16314/tmp_gv_bd0i.jpg,/home/gradio/Fashion/flagged/output/tmpq3qfzd4y.json,Clustering is right,fashion,2023-09-01 12:20:16.344077
/home/gradio/Fashion/flagged/file/fbf056103581c847623c3a50176a171a1a831c38/tmprl1prjsw.jpg,/home/gradio/Fashion/flagged/output/tmpf5jmtri2.json,Clustering is wrong,fashion,2023-09-01 12:20:31.540935
/home/gradio/Fashion/flagged/file/0ed14ab9b780c9475eb1057b0587686c77875099/tmpwnez_rtg.jpg,/home/gradio/Fashion/flagged/output/tmpn6nd2a57.json,Clustering is right,fashion,2023-09-01 12:20:43.749715
/home/gradio/Fashion/flagged/file/12bcf15be66509e446cc0d32b68bcf2476e4a80a/tmps4dafylz.jpg,/home/gradio/Fashion/flagged/output/tmpg628rnp0.json,Clustering is right,fashion,2023-09-01 12:20:59.689510
/home/gradio/Fashion/flagged/file/37cc10f03feffc0ea1a73cd3138585b3ebf1e6b5/tmp4zw0nw_u.jpg,/home/gradio/Fashion/flagged/output/tmpxiogft5y.json,Clustering is right,fashion,2023-09-01 12:21:17.927518
/home/gradio/Fashion/flagged/file/ed64bb0e9b95640fe93f020f8f0f95284a8973b4/tmp620e475e.jpg,/home/gradio/Fashion/flagged/output/tmpuraf5rnz.json,Clustering is right,fashion,2023-09-01 12:21:30.989027
/home/gradio/Fashion/flagged/file/18f7c7702add5e0380a5349d8197d3e02d8d6d6b/tmp2noyitwc.jpg,/home/gradio/Fashion/flagged/output/tmpma77kmhs.json,Clustering is right,fashion,2023-09-01 12:21:51.009965
